ID,Country,City,School,City Confidence,Notes,Source Page
2026,United States of America,Houston,British International School Houston,High,"campus in Katy, Houston area",pan_z
2027,United States of America,New York,British International School New York,High,,pan_z
2028,United States of America,Washington,British International School of Washington,High,,pan_z
2029,United States of America,New York,EF International Academy,Medium,"multiple campuses (New York, Pasadena); New York given",pan_z
2030,United States of America,Los Angeles,Elan International School,Medium,,pan_z
2031,United States of America,Boston,International School Boston,High,"campus in Cambridge, MA",pan_z
2032,United States of America,Indianapolis,International School of Indiana,High,,pan_z
2033,United States of America,Monterey,International School of Monterey,High,"campus in Seaside, CA",pan_z
2034,United States of America,Palo Alto,International School of the Peninsula,High,,pan_z
2035,United States of America,Tucson,"International School Tucson, Arizona",High,,pan_z
2036,United States of America,Berkeley,Shu Ren International School California,High,,pan_z
2037,United States of America,Stevenson,St. Timothy's School Maryland,Medium,"Stevenson, Maryland (Baltimore area)",pan_z
2038,United States of America,New York,Think Global School,Medium,travelling school with no fixed campus; New York HQ given,pan_z
2039,United States of America,New York,United Nations International School,High,,pan_z
2040,United States of America,Shanghai,Vermont International Academy USA/China,Medium,"listed under USA on source; school is located in Shanghai, China",pan_z
2041,United States of America,Washington,Washington International School,High,,pan_z
2042,Uruguay,Montevideo,British School Uruguay,High,,pan_z
2043,Uruguay,Punta del Este,International College Punta del Este,High,,pan_z
2044,Uruguay,Montevideo,Uruguayan American School,High,,pan_z
2045,U.S. Virgin Islands,Frederiksted,Good Hope School St. Croix,Medium,St. Croix,pan_z
2046,U.S. Virgin Islands,Charlotte Amalie,Virgin Islands Montessori School & Peter Gruber International Academy,Medium,St. Thomas,pan_z
2047,Uzbekistan,Tashkent,Al Beruniy International School,Medium,,pan_z
2048,Uzbekistan,Tashkent,British School Tashkent,High,,pan_z
2049,Uzbekistan,Tashkent,Canadian School Tashkent,High,,pan_z
2050,Uzbekistan,Tashkent,Cambridge International School Tashkent,High,,pan_z
2051,Uzbekistan,Tashkent,Invento The Uzbek International School,Medium,,pan_z
2052,Uzbekistan,Tashkent,Maple Bear School Uzbekistan,Medium,,pan_z
2053,Uzbekistan,Tashkent,Oxbridge International School,High,,pan_z
2054,Uzbekistan,Tashkent,Presidential School Tashkent,High,,pan_z
2055,Uzbekistan,Tashkent,Tashkent International School,High,,pan_z
2056,Uzbekistan,Tashkent,Tashkent Ulugbek International School,High,,pan_z
2057,Uzbekistan,Tashkent,Westminster International School,High,,pan_z
2058,Venezuela,Anaco,Anzoategui International School,Medium,,pan_z
2059,Venezuela,Caracas,British School Caracas,High,,pan_z
2060,Venezuela,Valencia,Colegio Internacional de Carabobo,High,,pan_z
2061,Venezuela,Puerto La Cruz,Colegio Internacional Puerto La Cruz,High,campus in Lecheria,pan_z
2062,Venezuela,Caracas,Colegio International de Caracas,High,source typo: Colegio Internacional de Caracas,pan_z
2063,Venezuela,Anaco,Escuela Anaco,High,,pan_z
2064,Venezuela,Maracaibo,Escuela Bella Vista Maracaibo,High,,pan_z
2065,Venezuela,Caracas,Escuela Campo Alegre,High,,pan_z
2066,Venezuela,Ciudad Ojeda,Escuela Las Morochas,Medium,,pan_z
2067,Venezuela,Maturin,International School Monagas,Medium,,pan_z
2068,Venezuela,El Tigre,QSI International School of El Tigre,High,,pan_z
2069,Vietnam,Ho Chi Minh City,ABC International,High,,pan_z
2070,Vietnam,Ho Chi Minh City,Academic Colleges Group (ACG),Medium,,pan_z
2071,Vietnam,Ho Chi Minh City,American International School,Medium,ambiguous name; assumed American International School Vietnam (Saigon),pan_z
2072,Vietnam,Ho Chi Minh City,American School of Vietnam,High,,pan_z
2073,Vietnam,Ho Chi Minh City,APU International School,Medium,also has Da Nang campus,pan_z
2074,Vietnam,Ho Chi Minh City,Australian International School Saigon,High,,pan_z
2075,Vietnam,Ho Chi Minh City,Brighton College Vietnam,High,,pan_z
2076,Vietnam,Hanoi,British International School Hanoi,High,,pan_z
2077,Vietnam,Ho Chi Minh City,British International School Ho Chi Minh City,High,,pan_z
2078,Vietnam,Hanoi,British Vietnamese International School Hanoi,High,,pan_z
2079,Vietnam,Ho Chi Minh City,British Vietnamese International School Ho Chi Minh City,High,,pan_z
2080,Vietnam,Ho Chi Minh City,Canadian International School,High,,pan_z
2081,Vietnam,Lao Cai,Canadian International School Lao Cai,High,,pan_z
2082,Vietnam,Hanoi,Concordia International School Hanoi,High,,pan_z
2083,Vietnam,Hanoi,Delta Global School,Medium,,pan_z
2084,Vietnam,Ho Chi Minh City,Einstein School Ho Chi Minh City,High,,pan_z
2085,Vietnam,Ho Chi Minh City,Emasi School Van Phuc City,High,"Van Phuc City, Thu Duc",pan_z
2086,Vietnam,Ho Chi Minh City,European International School,High,,pan_z
2087,Vietnam,Hanoi,Hanoi International School,High,,pan_z
2088,Vietnam,Hanoi,Hanoi Toronto School,High,,pan_z
2089,Vietnam,Bac Ninh,Him Lam International School,Medium,campus in Bac Ninh (near Hanoi),pan_z
2090,Vietnam,Hoi An,Hoi An International School,High,,pan_z
2091,Vietnam,Hanoi,International School @ ParkCity Hanoi,High,,pan_z
2092,Vietnam,Ho Chi Minh City,International School Ho Chi Minh City American Academy,High,,pan_z
2093,Vietnam,Ho Chi Minh City,International School Ho Chi Minh City,High,,pan_z
2094,Vietnam,Ho Chi Minh City,International School Saigon Pearl,High,,pan_z
2095,Vietnam,Ho Chi Minh City,International Schools of North America,Medium,,pan_z
2096,Vietnam,Hanoi,Japanese International School,Medium,,pan_z
2097,Vietnam,Hanoi,Korea Global School Hanoi,High,,pan_z
2098,Vietnam,Ho Chi Minh City,Lawrence S. Ting School,High,,pan_z
2099,Vietnam,Haiphong,QSI International School Haiphong,High,,pan_z
2100,Vietnam,Hanoi,Reigate Grammar School,High,,pan_z
2101,Vietnam,Ho Chi Minh City,Renaissance International School,High,,pan_z
2102,Vietnam,Ho Chi Minh City,Sedbergh Vietnam,High,BCIS campus,pan_z
2103,Vietnam,Ho Chi Minh City,Saigon South International,High,,pan_z
2104,Vietnam,Ho Chi Minh City,Saigon Star International School,High,,pan_z
2105,Vietnam,Ho Chi Minh City,Schools of North America,Medium,,pan_z
2106,Vietnam,Ho Chi Minh City,Singapore International School – Kinder World,Medium,group with many campuses across Vietnam; HCMC given,pan_z
2107,Vietnam,Ho Chi Minh City,Smartkids International Childcare Centre,Medium,,pan_z
2108,Vietnam,Bien Hoa,SNA Marianapolis International School,Medium,,pan_z
2109,Vietnam,Hanoi,St. Mary's International School,Medium,,pan_z
2110,Vietnam,Da Nang,St. Nicholas International School,Medium,,pan_z
2111,Vietnam,Hanoi,St. Paul American School,Medium,,pan_z
2112,Vietnam,Ho Chi Minh City,Taipei School Ho Chi Minh City,High,,pan_z
2113,Vietnam,Ho Chi Minh City,Tesla Education,Medium,,pan_z
2114,Vietnam,Hanoi,The Dewey Schools,Medium,group with multiple campuses; Hanoi given,pan_z
2115,Vietnam,Hanoi,True North International School,High,,pan_z
2116,Vietnam,Hanoi,TH School,High,,pan_z
2117,Vietnam,Ho Chi Minh City,Vietnam Australia International School,High,,pan_z
2118,Vietnam,Hanoi,VinSchool,Medium,group with many campuses; Hanoi given,pan_z
2119,Vietnam,Hanoi,VIP International School – Alfred Nobel HS,Medium,,pan_z
2120,Vietnam,Hanoi,Wellspring International Bilingual School,Medium,also has HCMC (Saigon) campus; Hanoi given,pan_z
2121,Vietnam,Ho Chi Minh City,Western Australian International School System,High,,pan_z
2122,Vietnam,Hanoi,Westlink International School,High,,pan_z
2123,West Indies,Providenciales,British West Indies Collegiate,High,located in Turks and Caicos Islands,pan_z
2124,West Indies,St. John's,Island Academy Antigua,High,Antigua and Barbuda,pan_z
2125,Yemen,Taiz,Mohammed Ali Othman National School,High,,pan_z
2126,Yemen,Sanaa,Sanaa British School,High,,pan_z
2127,Yemen,Sanaa,Sanaa International School,High,,pan_z
2128,Zambia,Lusaka,American International School,High,,pan_z
2129,Zambia,Lusaka,Baobab College,High,,pan_z
2130,Zambia,Lusaka,International School Lusaka,High,,pan_z
2131,Zambia,Kitwe,Lechwe School,High,,pan_z
2132,Zambia,Lusaka,Lusaka International Community School,High,,pan_z
2133,Zimbabwe,Harare,Harare International School,High,,pan_z
